time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
8.7,14.4717,20.9114,2.58049,1.14738,15.0696,22.8653,3.26977,1.19149,14.8562,22.8725,3.22855,1.19932,15.2111,22.7916,3.27,1.17985,2.04336,-0.689281,0.0441026,1.99848,-0.64806,0.0519383,2.02037,-0.689509,0.0324661
8.8,14.5777,21.1466,2.62815,1.17026,15.3037,23.4535,3.32588,1.19888,15.0748,23.468,3.2845,1.2077,15.4249,23.3839,3.32475,1.18886,2.41837,-0.697729,0.0286156,2.374,-0.656349,0.037435,2.39232,-0.696606,0.0185963
8.9,14.6802,21.3887,2.6543,1.16296,15.1774,24.0616,3.35596,1.21872,14.9774,24.0756,3.31837,1.22584,15.3395,23.99,3.35833,1.20667,2.71878,-0.701658,0.0557539,2.70332,-0.66407,0.0628732,2.68359,-0.704024,0.0437103
9,14.7855,21.6323,2.61736,1.16555,15.2859,24.1722,3.32213,1.22479,15.0644,24.1863,3.28157,1.23454,15.4191,24.1109,3.32082,1.21654,2.58868,-0.704771,0.0592398,2.56921,-0.66421,0.0689909,2.55829,-0.703461,0.0509876
9.1,14.8887,21.8728,2.68885,1.15838,15.0884,24.472,3.29364,1.24652,14.879,24.4854,3.25376,1.25725,15.2366,24.4189,3.29216,1.23995,2.60679,-0.60479,0.0881322,2.61256,-0.56491,0.0988693,2.56973,-0.603318,0.0815629
9.2,14.9964,22.1192,2.66703,1.15368,15.3874,24.3324,3.25464,1.22264,15.1995,24.32,3.2151,1.22831,15.5777,24.2515,3.25694,1.20861,2.2475,-0.58761,0.068963,2.21014,-0.548069,0.0746274,2.21009,-0.589918,0.0549271
9.3,15.1045,22.363,2.631,1.16085,15.5412,24.4935,3.24181,1.22065,15.3529,24.4765,3.20224,1.22586,15.7342,24.4129,3.24487,1.20616,2.1748,-0.610807,0.0597918,2.12805,-0.57124,0.0650065,2.14441,-0.613868,0.0453014
9.4,15.2094,22.6043,2.6602,1.12315,15.6443,24.9388,3.26678,1.22765,15.4585,24.9229,3.22821,1.23261,15.8422,24.8594,3.27054,1.21307,2.37463,-0.606577,0.104496,2.33192,-0.568011,0.10946,2.34222,-0.610341,0.0899195
9.5,15.3245,22.8441,2.61309,1.15075,15.5609,25.2862,3.25621,1.2458,15.3776,25.2701,3.21702,1.25221,15.7616,25.2118,3.25803,1.23339,2.45345,-0.643121,0.0950434,2.4265,-0.603929,0.101458,2.40764,-0.644941,0.082637
9.6,15.4311,23.0827,2.65284,1.17971,15.7485,25.4195,3.248,1.23523,15.5838,25.3923,3.2109,1.23821,15.9811,25.3346,3.25416,1.21812,2.35819,-0.595163,0.0555209,2.31461,-0.558062,0.0584978,2.3181,-0.601326,0.0384134
