time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
5.5,10.0175,12.6154,2.41533,1.0959,10.6617,12.0885,2.73037,0.979158,10.6671,12.0904,2.72743,0.979162,10.6613,12.0892,2.73079,0.979166,0.832295,0.315045,0.116746,0.835253,0.312104,0.116743,0.831517,0.315465,0.116738
5.6,10.1279,12.8302,2.31424,1.08627,10.8285,12.3468,2.8088,0.985093,10.8339,12.3486,2.80611,0.985095,10.8279,12.3472,2.80807,0.985105,0.851213,0.494559,0.101173,0.854595,0.491876,0.101171,0.850464,0.493833,0.101162
5.7,10.2357,13.035,2.37198,1.09165,10.9343,12.6053,2.77648,1.00307,10.9397,12.6071,2.77369,1.00308,10.9337,12.6058,2.77607,1.00308,0.820141,0.4045,0.0885804,0.823804,0.401712,0.0885769,0.819459,0.404095,0.0885739
5.8,10.3451,13.2455,2.22312,1.08021,11.0598,12.8066,2.67949,1.00971,11.0652,12.8084,2.67646,1.00972,11.0593,12.8073,2.68012,1.00972,0.838703,0.456377,0.0704977,0.84243,0.453342,0.0704942,0.837929,0.457005,0.0704955
5.9,10.4498,13.4416,2.23661,1.07452,11.2373,12.9194,2.54645,0.995066,11.2427,12.921,2.543,0.995072,11.2369,12.9205,2.54902,0.995068,0.944857,0.309843,0.0794503,0.948468,0.3064,0.0794445,0.943919,0.312418,0.079448
6,10.5563,13.6383,2.24789,1.0727,11.268,13.1606,2.43343,1.02401,11.2734,13.1622,2.42991,1.02401,11.268,13.1616,2.43658,1.024,0.857168,0.185536,0.0486918,0.860761,0.182015,0.0486847,0.856553,0.188691,0.0487024
6.1,10.6637,13.8358,2.20852,1.0924,11.2943,13.349,2.24917,1.04923,11.2997,13.3504,2.24541,1.04924,11.2943,13.3503,2.25372,1.04923,0.796639,0.0406527,0.043168,0.800043,0.0368935,0.0431633,0.79582,0.0452023,0.043171
6.2,10.7654,14.0318,2.24118,1.11521,11.4211,13.4662,2.12587,1.04346,11.4265,13.4676,2.12223,1.04346,11.421,13.4678,2.13045,1.04346,0.865932,0.115306,0.0717493,0.869152,0.118948,0.0717473,0.864854,0.110725,0.0717472
6.3,10.864,14.2331,2.37268,1.10111,11.5233,13.7231,2.26133,1.05874,11.5289,13.7246,2.25853,1.05874,11.5229,13.7243,2.26267,1.05876,0.83353,0.111347,0.0423664,0.837057,0.114143,0.0423663,0.832493,0.110005,0.0423503
6.4,10.9714,14.4447,2.32104,1.09173,11.6688,13.8468,2.17719,1.04767,11.6744,13.8482,2.17438,1.04767,11.6684,13.8481,2.17882,1.04769,0.918606,0.143848,0.0440624,0.92194,0.146661,0.0440626,0.917449,0.142214,0.0440494
6.5,11.0784,14.6506,2.21484,1.10723,11.7679,14.0076,2.12216,1.05088,11.7734,14.009,2.11934,1.05088,11.7675,14.0088,2.12405,1.05089,0.942821,0.0926847,0.0563454,0.945983,0.095505,0.0563439,0.941723,0.090789,0.0563359
6.6,11.1774,14.8487,2.25337,1.113,11.8547,14.1993,2.11082,1.06088,11.8603,14.2007,2.10822,1.06088,11.8542,14.2004,2.11199,1.06089,0.938318,0.142546,0.0521188,0.941464,0.145154,0.052118,0.937241,0.141377,0.0521076
6.7,11.277,15.0509,2.37216,1.12468,11.9619,14.4378,2.22723,1.07182,11.9677,14.4393,2.22515,1.07182,11.9613,14.4386,2.22618,1.07183,0.919228,0.144931,0.052867,0.922565,0.147007,0.0528662,0.918287,0.145979,0.0528494
6.8,11.3793,15.2649,2.38649,1.11095,12.1132,14.6329,2.29211,1.06562,12.119,14.6344,2.29028,1.06562,12.1125,14.6333,2.28992,1.06563,0.968472,0.0943826,0.0453332,0.971906,0.0962179,0.0453318,0.967653,0.0965698,0.0453201
6.9,11.4852,15.4787,2.09703,1.11802,12.2357,14.8653,2.37869,1.07203,12.2415,14.8668,2.37697,1.07203,12.2348,14.8655,2.37579,1.07205,0.969267,0.281668,0.0459969,0.972864,0.279945,0.0459955,0.968493,0.278767,0.045977
7,11.577,15.6673,2.08719,1.13144,12.3176,15.0624,2.30512,1.08322,12.3234,15.0638,2.30294,1.08323,12.3168,15.0627,2.30389,1.08323,0.956228,0.217931,0.0482191,0.9599,0.215759,0.0482152,0.955429,0.216706,0.0482144
7.1,11.6658,15.8562,2.28255,1.12586,12.3964,15.3035,2.3479,1.09987,12.4023,15.3048,2.34566,1.09987,12.3957,15.3037,2.34681,1.09988,0.916181,0.0653499,0.0259873,0.92009,0.0631167,0.025983,0.915431,0.0642602,0.0259747
7.2,11.764,16.0622,2.31724,1.13692,12.4656,15.5918,2.45933,1.12214,12.4716,15.5932,2.45729,1.12214,12.4649,15.5918,2.4572,1.12216,0.844693,0.142084,0.0147789,0.84889,0.140049,0.0147743,0.844185,0.139957,0.0147578
7.3,11.8614,16.2725,2.29884,1.12684,12.6084,15.7725,2.42995,1.11381,12.6145,15.7739,2.42766,1.11382,12.6077,15.7727,2.42878,1.11382,0.898868,0.13111,0.0130239,0.903155,0.128811,0.0130185,0.898155,0.12993,0.0130126
7.4,11.9602,16.4801,2.42389,1.12507,12.6451,16.0163,2.37414,1.13916,12.6511,16.0175,2.3715,1.13917,12.6445,16.0166,2.37425,1.13916,0.827153,0.0497517,0.0140961,0.831468,0.0523924,0.0141045,0.826585,0.049642,0.0140913
7.5,12.0647,16.6988,2.35326,1.12974,12.7849,16.2165,2.40306,1.13147,12.791,16.2177,2.40053,1.13148,12.7844,16.2167,2.4027,1.13147,0.866852,0.0497971,0.00173185,0.871238,0.0472659,0.00173948,0.866257,0.0494366,0.00172627
7.6,12.1651,16.9116,2.23573,1.14079,12.817,16.4042,2.24246,1.15051,12.823,16.4053,2.2392,1.15052,12.817,16.4047,2.24524,1.15047,0.826068,0.00672383,0.00971549,0.830159,0.00346596,0.00972914,0.82573,0.00950619,0.00968302
7.7,12.2583,17.1148,2.04905,1.13262,12.9184,16.5481,2.13026,1.1466,12.9244,16.5491,2.12681,1.14662,12.9185,16.5489,2.13413,1.14656,0.870008,0.0812013,0.0139788,0.873958,0.0777587,0.0139914,0.869523,0.0850791,0.0139413
7.8,12.3453,17.3004,2.17907,1.15522,13.0625,16.7357,2.21271,1.13755,13.0686,16.7367,2.20988,1.13756,13.0622,16.7365,2.2143,1.13753,0.912784,0.0336404,0.0176677,0.917024,0.0308079,0.0176571,0.912096,0.0352371,0.0176866
7.9,12.4332,17.4997,2.21744,1.16898,13.1816,16.8735,2.12504,1.12705,13.1877,16.8743,2.12203,1.12706,13.1816,16.8743,2.12765,1.12702,0.975832,0.0924015,0.0419265,0.979965,0.0954131,0.041915,0.975254,0.0897863,0.0419531
8,12.52,17.7038,2.39637,1.1865,13.3063,17.1064,2.27756,1.13185,13.3126,17.1073,2.27534,1.13186,13.3056,17.1071,2.27693,1.13185,0.987514,0.118817,0.054651,0.992012,0.121036,0.0546415,0.986535,0.119449,0.0546499
8.1,12.6098,17.926,2.31558,1.1866,13.4045,17.3426,2.34454,1.1406,13.4109,17.3435,2.34262,1.14061,13.4036,17.3431,2.34251,1.1406,0.985816,0.0289582,0.045999,0.990456,0.0270385,0.0459897,0.984831,0.0269306,0.0459953
8.2,12.6966,18.1406,2.21125,1.20337,13.4711,17.5216,2.22305,1.15021,13.4776,17.5224,2.22052,1.15022,13.4703,17.5224,2.22353,1.1502,0.991514,0.0117982,0.0531549,0.996114,0.00926876,0.053145,0.990338,0.0122746,0.0531629
8.3,12.776,18.347,2.35559,1.22568,13.5469,17.7106,2.16807,1.15791,13.5534,17.7113,2.1654,1.15792,13.546,17.7116,2.16918,1.1579,0.999597,0.187516,0.0677729,1.00423,0.190182,0.0677634,0.998324,0.186407,0.0677861
8.4,12.8557,18.5687,2.39169,1.23411,13.665,17.9083,2.21725,1.15395,13.6716,17.9089,2.21491,1.15396,13.6641,17.909,2.21708,1.15395,1.04458,0.174433,0.0801543,1.04927,0.176779,0.0801455,1.0434,0.174605,0.0801633
8.5,12.9347,18.7944,2.26186,1.25892,13.7628,18.1312,2.28139,1.15889,13.7694,18.1318,2.27927,1.1589,13.7618,18.1317,2.28019,1.15889,1.06094,0.0195305,0.100033,1.06573,0.0174146,0.100025,1.05985,0.0183323,0.100033
8.6,13.0041,19.0097,2.48353,1.27589,13.8707,18.3332,2.29184,1.15843,13.8774,18.3338,2.2897,1.15844,13.8697,18.3337,2.29062,1.15843,1.09939,0.191692,0.117453,1.1043,0.193824,0.117444,1.09829,0.192912,0.117456
8.7,13.0763,19.2473,2.45634,1.28756,13.896,18.5995,2.31802,1.18732,13.9028,18.6001,2.31584,1.18733,13.8951,18.5998,2.3168,1.18732,1.04483,0.138325,0.100238,1.04979,0.140504,0.100229,1.04389,0.13954,0.10024
8.8,13.145,19.4832,2.28669,1.30591,14.0028,18.8455,2.42005,1.18697,14.0096,18.8462,2.41822,1.18698,14.002,18.8454,2.41724,1.18697,1.06888,0.133362,0.118935,1.07395,0.131525,0.118926,1.06836,0.130553,0.118937
8.9,13.2048,19.7039,2.30179,1.31754,14.0922,19.1049,2.49806,1.19416,14.0991,19.1056,2.4963,1.19417,14.0915,19.1045,2.4946,1.19416,1.07061,0.196265,0.123381,1.07593,0.194511,0.123372,1.07025,0.192808,0.123382
9,13.2625,19.9267,2.21094,1.31748,14.1532,19.2838,2.32996,1.20497,14.1602,19.2843,2.3271,1.20499,14.1526,19.2842,2.33104,1.20493,1.0985,0.119026,0.112507,1.10385,0.116166,0.112489,1.09775,0.120102,0.112548
9.1,13.3179,20.1407,2.29066,1.3142,14.2154,19.4982,2.29241,1.21559,14.2224,19.4986,2.28939,1.21561,14.2149,19.4988,2.29424,1.21555,1.1038,0.00175804,0.0986082,1.10925,0.00126372,0.0985897,1.10308,0.00357974,0.0986558
9.2,13.376,20.3623,2.39662,1.30338,14.3453,19.7181,2.38564,1.20677,14.3524,19.7185,2.38317,1.20678,14.3446,19.7185,2.38519,1.20674,1.16382,0.0109867,0.0966148,1.1695,0.0134502,0.0966001,1.16299,0.0114284,0.0966414
9.3,13.4394,20.5935,2.42674,1.29617,14.3741,19.9685,2.36771,1.22954,14.3812,19.9688,2.36506,1.22955,14.3736,19.9689,2.36801,1.22951,1.12445,0.0590307,0.0666326,1.13018,0.0616836,0.0666165,1.12381,0.0587351,0.0666633
9.4,13.5052,20.827,2.5524,1.30257,14.4567,20.1619,2.3042,1.23143,14.4639,20.1622,2.30129,1.23144,14.4562,20.1626,2.30571,1.23139,1.16094,0.2482,0.0711396,1.1667,0.251117,0.0711234,1.16015,0.246693,0.0711774
9.5,13.5728,21.0731,2.69252,1.29226,14.532,20.433,2.4329,1.24165,14.5393,20.4333,2.43072,1.24166,14.5312,20.4333,2.43127,1.24164,1.15317,0.259625,0.0506063,1.15911,0.261806,0.0505944,1.15239,0.261256,0.0506174
